id,0
1,-1
2,1000
3,1000
4,1000
5,1000
6,1000
7,1000
8,-1
9,1000
10,1000
11,1000
12,1000
13,20
14,2
15,20
16,20
17,1
18,20
19,20
20,1
21,20
